title,categories,manufacturer,brand,category_code,brand01,title_clean,categories_clean,manufacturer_clean,brand_clean,category_code_clean,brand01_clean,max_match_score,match_count
OnePlus 18 SE 512GB/16GB 5G Smartphone (2025),electronics > mobile phones,OnePlus,OnePlus,,,oneplus 18 se 512gb 16gb 5g smartphone  2025,electronics   mobile phones,oneplus,oneplus,,,72.72727272727273,1
"JBL Wireless Over-Ear Headphones with Spatial Audio & Low-Latency (2025), 20h Battery",electronics > headphones,JBL,JBL,,,jbl wireless over ear headphones with spatial audio   low latency  2025  20h battery,electronics   headphones,jbl,jbl,,,88.0,0
"Bose Wireless In-Ear Headphones with Multipoint & ANC (2023), 40h Battery",electronics > headphones,Bose,Bose,,,bose wireless in ear headphones with multipoint   anc  2023  40h battery,electronics   headphones,bose,bose,,,88.0,0
"Beats Wireless In-Ear Headphones with ANC & Low-Latency (2023), 20h Battery",electronics > headphones,Beats,Beats,,,beats wireless in ear headphones with anc   low latency  2023  20h battery,electronics   headphones,beats,beats,,,88.0,0
"Sennheiser Wireless In-Ear Headphones with Multipoint & Low-Latency (2025), 24h Battery",electronics > headphones,Sennheiser,Sennheiser,,,sennheiser wireless in ear headphones with multipoint   low latency  2025  24h battery,electronics   headphones,sennheiser,sennheiser,,,88.0,0
"Audio-Technica Wireless In-Ear Headphones with ANC & Hi-Res (2023), 24h Battery",electronics > headphones,Audio-Technica,Audio-Technica,,,audio technica wireless in ear headphones with anc   hi res  2023  24h battery,electronics   headphones,audio technica,audio technica,,,88.0,0
"JBL Wireless In-Ear Headphones with Low-Latency & LDAC (2025), 50h Battery",electronics > headphones,JBL,JBL,,,jbl wireless in ear headphones with low latency   ldac  2025  50h battery,electronics   headphones,jbl,jbl,,,88.0,0
"Sony Wireless On-Ear Headphones with Spatial Audio & Multipoint (2024), 50h Battery",electronics > headphones,Sony,Sony,,,sony wireless on ear headphones with spatial audio   multipoint  2024  50h battery,electronics   headphones,sony,sony,,,88.0,0
"Skullcandy Wireless Over-Ear Headphones with Multipoint & Hi-Res (2023), 30h Battery",electronics > headphones,Skullcandy,Skullcandy,,,skullcandy wireless over ear headphones with multipoint   hi res  2023  30h battery,electronics   headphones,skullcandy,skullcandy,,,88.0,0
"HyperX Wireless In-Ear Headphones with Low-Latency & Hi-Res (2023), 40h Battery",electronics > headphones,HyperX,HyperX,,,hyperx wireless in ear headphones with low latency   hi res  2023  40h battery,electronics   headphones,hyperx,hyperx,,,88.0,0
"Anker Wireless In-Ear Headphones with Spatial Audio & LDAC (2024), 30h Battery",electronics > headphones,Anker,Anker,,,anker wireless in ear headphones with spatial audio   ldac  2024  30h battery,electronics   headphones,anker,anker,,,88.0,0
"Skullcandy Wireless In-Ear Headphones with Low-Latency & Multipoint (2023), 30h Battery",electronics > headphones,Skullcandy,Skullcandy,,,skullcandy wireless in ear headphones with low latency   multipoint  2023  30h battery,electronics   headphones,skullcandy,skullcandy,,,88.0,0
"Sennheiser Wireless In-Ear Headphones with Low-Latency & Multipoint (2025), 24h Battery",electronics > headphones,Sennheiser,Sennheiser,,,sennheiser wireless in ear headphones with low latency   multipoint  2025  24h battery,electronics   headphones,sennheiser,sennheiser,,,88.0,0
"SteelSeries Wireless In-Ear Headphones with Low-Latency & Multipoint (2024), 60h Battery",electronics > headphones,SteelSeries,SteelSeries,,,steelseries wireless in ear headphones with low latency   multipoint  2024  60h battery,electronics   headphones,steelseries,steelseries,,,88.0,0
"Skullcandy Wireless Over-Ear Headphones with Hi-Res & Spatial Audio (2025), 50h Battery",electronics > headphones,Skullcandy,Skullcandy,,,skullcandy wireless over ear headphones with hi res   spatial audio  2025  50h battery,electronics   headphones,skullcandy,skullcandy,,,88.0,0
"Audio-Technica Wireless On-Ear Headphones with Low-Latency & Multipoint (2025), 20h Battery",electronics > headphones,Audio-Technica,Audio-Technica,,,audio technica wireless on ear headphones with low latency   multipoint  2025  20h battery,electronics   headphones,audio technica,audio technica,,,88.0,0
"SteelSeries Wireless On-Ear Headphones with Low-Latency & Spatial Audio (2023), 60h Battery",electronics > headphones,SteelSeries,SteelSeries,,,steelseries wireless on ear headphones with low latency   spatial audio  2023  60h battery,electronics   headphones,steelseries,steelseries,,,88.0,0
"Sennheiser Wireless In-Ear Headphones with Spatial Audio & ANC (2025), 50h Battery",electronics > headphones,Sennheiser,Sennheiser,,,sennheiser wireless in ear headphones with spatial audio   anc  2025  50h battery,electronics   headphones,sennheiser,sennheiser,,,88.0,0
"Audio-Technica Wireless On-Ear Headphones with Hi-Res & Low-Latency (2024), 60h Battery",electronics > headphones,Audio-Technica,Audio-Technica,,,audio technica wireless on ear headphones with hi res   low latency  2024  60h battery,electronics   headphones,audio technica,audio technica,,,88.0,0
OnePlus 13 Lite 64GB/8GB 5G Smartphone (2024),electronics > mobile phones,OnePlus,OnePlus,,,oneplus 13 lite 64gb 8gb 5g smartphone  2024,electronics   mobile phones,oneplus,oneplus,,,72.72727272727273,1
"Beats Wireless On-Ear Headphones with ANC & Hi-Res (2023), 20h Battery",electronics > headphones,Beats,Beats,,,beats wireless on ear headphones with anc   hi res  2023  20h battery,electronics   headphones,beats,beats,,,88.0,0
"Audio-Technica Wireless On-Ear Headphones with ANC & Low-Latency (2025), 24h Battery",electronics > headphones,Audio-Technica,Audio-Technica,,,audio technica wireless on ear headphones with anc   low latency  2025  24h battery,electronics   headphones,audio technica,audio technica,,,88.0,0
"Beats Wireless On-Ear Headphones with Hi-Res & Multipoint (2025), 50h Battery",electronics > headphones,Beats,Beats,,,beats wireless on ear headphones with hi res   multipoint  2025  50h battery,electronics   headphones,beats,beats,,,88.0,0
"HyperX Wireless Over-Ear Headphones with Multipoint & LDAC (2024), 24h Battery",electronics > headphones,HyperX,HyperX,,,hyperx wireless over ear headphones with multipoint   ldac  2024  24h battery,electronics   headphones,hyperx,hyperx,,,88.0,0
"HyperX Wireless On-Ear Headphones with Spatial Audio & Hi-Res (2024), 40h Battery",electronics > headphones,HyperX,HyperX,,,hyperx wireless on ear headphones with spatial audio   hi res  2024  40h battery,electronics   headphones,hyperx,hyperx,,,88.0,0
"Skullcandy Wireless In-Ear Headphones with Spatial Audio & Multipoint (2023), 50h Battery",electronics > headphones,Skullcandy,Skullcandy,,,skullcandy wireless in ear headphones with spatial audio   multipoint  2023  50h battery,electronics   headphones,skullcandy,skullcandy,,,88.0,0
"Bose Wireless Over-Ear Headphones with ANC & LDAC (2025), 24h Battery",electronics > headphones,Bose,Bose,,,bose wireless over ear headphones with anc   ldac  2025  24h battery,electronics   headphones,bose,bose,,,88.0,0
"Apple Wireless On-Ear Headphones with ANC & Spatial Audio (2023), 60h Battery",electronics > headphones,Apple,Apple,,,apple wireless on ear headphones with anc   spatial audio  2023  60h battery,electronics   headphones,apple,apple,,,88.0,0
"Bose Wireless Over-Ear Headphones with LDAC & ANC (2023), 60h Battery",electronics > headphones,Bose,Bose,,,bose wireless over ear headphones with ldac   anc  2023  60h battery,electronics   headphones,bose,bose,,,88.0,0
"HyperX Wireless In-Ear Headphones with Hi-Res & Multipoint (2024), 50h Battery",electronics > headphones,HyperX,HyperX,,,hyperx wireless in ear headphones with hi res   multipoint  2024  50h battery,electronics   headphones,hyperx,hyperx,,,88.0,0
"Beats Wireless In-Ear Headphones with Multipoint & Low-Latency (2025), 40h Battery",electronics > headphones,Beats,Beats,,,beats wireless in ear headphones with multipoint   low latency  2025  40h battery,electronics   headphones,beats,beats,,,88.0,0
"Audio-Technica Wireless On-Ear Headphones with Low-Latency & Hi-Res (2024), 50h Battery",electronics > headphones,Audio-Technica,Audio-Technica,,,audio technica wireless on ear headphones with low latency   hi res  2024  50h battery,electronics   headphones,audio technica,audio technica,,,88.0,0
OnePlus 25 Plus 64GB/8GB 5G Smartphone (2023),electronics > mobile phones,OnePlus,OnePlus,,,oneplus 25 plus 64gb 8gb 5g smartphone  2023,electronics   mobile phones,oneplus,oneplus,,,72.72727272727273,1
"Anker Wireless Over-Ear Headphones with Hi-Res & Multipoint (2025), 50h Battery",electronics > headphones,Anker,Anker,,,anker wireless over ear headphones with hi res   multipoint  2025  50h battery,electronics   headphones,anker,anker,,,88.0,0
"Skullcandy Wireless On-Ear Headphones with Hi-Res & Multipoint (2025), 50h Battery",electronics > headphones,Skullcandy,Skullcandy,,,skullcandy wireless on ear headphones with hi res   multipoint  2025  50h battery,electronics   headphones,skullcandy,skullcandy,,,88.0,0
"Anker Wireless On-Ear Headphones with LDAC & ANC (2023), 40h Battery",electronics > headphones,Anker,Anker,,,anker wireless on ear headphones with ldac   anc  2023  40h battery,electronics   headphones,anker,anker,,,88.0,0
"Skullcandy Wireless On-Ear Headphones with Low-Latency & Spatial Audio (2024), 24h Battery",electronics > headphones,Skullcandy,Skullcandy,,,skullcandy wireless on ear headphones with low latency   spatial audio  2024  24h battery,electronics   headphones,skullcandy,skullcandy,,,88.0,0
"Beats Wireless Over-Ear Headphones with Spatial Audio & Multipoint (2023), 40h Battery",electronics > headphones,Beats,Beats,,,beats wireless over ear headphones with spatial audio   multipoint  2023  40h battery,electronics   headphones,beats,beats,,,88.0,0
"Sony Wireless In-Ear Headphones with ANC & Multipoint (2025), 60h Battery",electronics > headphones,Sony,Sony,,,sony wireless in ear headphones with anc   multipoint  2025  60h battery,electronics   headphones,sony,sony,,,88.0,0
"Sony Wireless Over-Ear Headphones with ANC & Multipoint (2023), 20h Battery",electronics > headphones,Sony,Sony,,,sony wireless over ear headphones with anc   multipoint  2023  20h battery,electronics   headphones,sony,sony,,,88.0,0
OnePlus 16 Lite 256GB/6GB 5G Smartphone (2023),electronics > mobile phones,OnePlus,OnePlus,,,oneplus 16 lite 256gb 6gb 5g smartphone  2023,electronics   mobile phones,oneplus,oneplus,,,72.72727272727273,1
"Audio-Technica Wireless In-Ear Headphones with LDAC & Hi-Res (2025), 40h Battery",electronics > headphones,Audio-Technica,Audio-Technica,,,audio technica wireless in ear headphones with ldac   hi res  2025  40h battery,electronics   headphones,audio technica,audio technica,,,88.0,0
OnePlus 25 Lite 512GB/6GB 5G Smartphone (2024),electronics > mobile phones,OnePlus,OnePlus,,,oneplus 25 lite 512gb 6gb 5g smartphone  2024,electronics   mobile phones,oneplus,oneplus,,,72.72727272727273,1
"Bose Wireless Over-Ear Headphones with Multipoint & ANC (2023), 60h Battery",electronics > headphones,Bose,Bose,,,bose wireless over ear headphones with multipoint   anc  2023  60h battery,electronics   headphones,bose,bose,,,88.0,0
"JBL Wireless In-Ear Headphones with Spatial Audio & Hi-Res (2025), 40h Battery",electronics > headphones,JBL,JBL,,,jbl wireless in ear headphones with spatial audio   hi res  2025  40h battery,electronics   headphones,jbl,jbl,,,88.0,0
"Bowers & Wilkins Wireless In-Ear Headphones with Spatial Audio & Low-Latency (2025), 30h Battery",electronics > headphones,Bowers & Wilkins,Bowers & Wilkins,,,bowers   wilkins wireless in ear headphones with spatial audio   low latency  2025  30h battery,electronics   headphones,bowers   wilkins,bowers   wilkins,,,88.0,0
"JBL Wireless On-Ear Headphones with Spatial Audio & Low-Latency (2025), 20h Battery",electronics > headphones,JBL,JBL,,,jbl wireless on ear headphones with spatial audio   low latency  2025  20h battery,electronics   headphones,jbl,jbl,,,88.0,0
"Audio-Technica Wireless In-Ear Headphones with LDAC & Low-Latency (2024), 40h Battery",electronics > headphones,Audio-Technica,Audio-Technica,,,audio technica wireless in ear headphones with ldac   low latency  2024  40h battery,electronics   headphones,audio technica,audio technica,,,88.0,0
"SteelSeries Wireless In-Ear Headphones with Spatial Audio & ANC (2025), 30h Battery",electronics > headphones,SteelSeries,SteelSeries,,,steelseries wireless in ear headphones with spatial audio   anc  2025  30h battery,electronics   headphones,steelseries,steelseries,,,88.0,0
"Sennheiser Wireless In-Ear Headphones with ANC & Hi-Res (2024), 40h Battery",electronics > headphones,Sennheiser,Sennheiser,,,sennheiser wireless in ear headphones with anc   hi res  2024  40h battery,electronics   headphones,sennheiser,sennheiser,,,88.0,0
"Bowers & Wilkins Wireless In-Ear Headphones with ANC & Multipoint (2025), 40h Battery",electronics > headphones,Bowers & Wilkins,Bowers & Wilkins,,,bowers   wilkins wireless in ear headphones with anc   multipoint  2025  40h battery,electronics   headphones,bowers   wilkins,bowers   wilkins,,,88.0,0
"Beats Wireless On-Ear Headphones with Hi-Res & Spatial Audio (2025), 20h Battery",electronics > headphones,Beats,Beats,,,beats wireless on ear headphones with hi res   spatial audio  2025  20h battery,electronics   headphones,beats,beats,,,88.0,0
"Anker Wireless On-Ear Headphones with LDAC & Spatial Audio (2025), 20h Battery",electronics > headphones,Anker,Anker,,,anker wireless on ear headphones with ldac   spatial audio  2025  20h battery,electronics   headphones,anker,anker,,,88.0,0
"Audio-Technica Wireless Over-Ear Headphones with Hi-Res & Low-Latency (2025), 30h Battery",electronics > headphones,Audio-Technica,Audio-Technica,,,audio technica wireless over ear headphones with hi res   low latency  2025  30h battery,electronics   headphones,audio technica,audio technica,,,88.0,0
"Skullcandy Wireless On-Ear Headphones with Spatial Audio & LDAC (2025), 40h Battery",electronics > headphones,Skullcandy,Skullcandy,,,skullcandy wireless on ear headphones with spatial audio   ldac  2025  40h battery,electronics   headphones,skullcandy,skullcandy,,,88.0,0
"Anker Wireless On-Ear Headphones with Hi-Res & ANC (2023), 24h Battery",electronics > headphones,Anker,Anker,,,anker wireless on ear headphones with hi res   anc  2023  24h battery,electronics   headphones,anker,anker,,,88.0,0
"Bose Wireless Over-Ear Headphones with Spatial Audio & LDAC (2025), 60h Battery",electronics > headphones,Bose,Bose,,,bose wireless over ear headphones with spatial audio   ldac  2025  60h battery,electronics   headphones,bose,bose,,,88.0,0
"Skullcandy Wireless Over-Ear Headphones with ANC & Multipoint (2023), 20h Battery",electronics > headphones,Skullcandy,Skullcandy,,,skullcandy wireless over ear headphones with anc   multipoint  2023  20h battery,electronics   headphones,skullcandy,skullcandy,,,88.0,0
"Bose Wireless Over-Ear Headphones with Multipoint & ANC (2025), 24h Battery",electronics > headphones,Bose,Bose,,,bose wireless over ear headphones with multipoint   anc  2025  24h battery,electronics   headphones,bose,bose,,,88.0,0
"Audio-Technica Wireless In-Ear Headphones with Multipoint & ANC (2024), 20h Battery",electronics > headphones,Audio-Technica,Audio-Technica,,,audio technica wireless in ear headphones with multipoint   anc  2024  20h battery,electronics   headphones,audio technica,audio technica,,,88.0,0
"Sennheiser Wireless Over-Ear Headphones with LDAC & Low-Latency (2023), 24h Battery",electronics > headphones,Sennheiser,Sennheiser,,,sennheiser wireless over ear headphones with ldac   low latency  2023  24h battery,electronics   headphones,sennheiser,sennheiser,,,88.0,0
"Audio-Technica Wireless On-Ear Headphones with Hi-Res & Spatial Audio (2025), 24h Battery",electronics > headphones,Audio-Technica,Audio-Technica,,,audio technica wireless on ear headphones with hi res   spatial audio  2025  24h battery,electronics   headphones,audio technica,audio technica,,,88.0,0
"Bowers & Wilkins Wireless Over-Ear Headphones with ANC & Low-Latency (2023), 40h Battery",electronics > headphones,Bowers & Wilkins,Bowers & Wilkins,,,bowers   wilkins wireless over ear headphones with anc   low latency  2023  40h battery,electronics   headphones,bowers   wilkins,bowers   wilkins,,,88.0,0
"HyperX Wireless In-Ear Headphones with Multipoint & Low-Latency (2024), 20h Battery",electronics > headphones,HyperX,HyperX,,,hyperx wireless in ear headphones with multipoint   low latency  2024  20h battery,electronics   headphones,hyperx,hyperx,,,88.0,0
"Audio-Technica Wireless On-Ear Headphones with Spatial Audio & LDAC (2023), 24h Battery",electronics > headphones,Audio-Technica,Audio-Technica,,,audio technica wireless on ear headphones with spatial audio   ldac  2023  24h battery,electronics   headphones,audio technica,audio technica,,,88.0,0
"Beats Wireless Over-Ear Headphones with Spatial Audio & ANC (2025), 60h Battery",electronics > headphones,Beats,Beats,,,beats wireless over ear headphones with spatial audio   anc  2025  60h battery,electronics   headphones,beats,beats,,,88.0,0
"Anker Wireless On-Ear Headphones with LDAC & Low-Latency (2023), 40h Battery",electronics > headphones,Anker,Anker,,,anker wireless on ear headphones with ldac   low latency  2023  40h battery,electronics   headphones,anker,anker,,,88.0,0
"HyperX Wireless Over-Ear Headphones with Low-Latency & ANC (2025), 30h Battery",electronics > headphones,HyperX,HyperX,,,hyperx wireless over ear headphones with low latency   anc  2025  30h battery,electronics   headphones,hyperx,hyperx,,,88.0,0
"JBL Wireless Over-Ear Headphones with ANC & Multipoint (2025), 50h Battery",electronics > headphones,JBL,JBL,,,jbl wireless over ear headphones with anc   multipoint  2025  50h battery,electronics   headphones,jbl,jbl,,,88.0,0
"Apple Wireless On-Ear Headphones with Multipoint & Spatial Audio (2024), 60h Battery",electronics > headphones,Apple,Apple,,,apple wireless on ear headphones with multipoint   spatial audio  2024  60h battery,electronics   headphones,apple,apple,,,88.0,0
"Sennheiser Wireless In-Ear Headphones with Spatial Audio & ANC (2025), 20h Battery",electronics > headphones,Sennheiser,Sennheiser,,,sennheiser wireless in ear headphones with spatial audio   anc  2025  20h battery,electronics   headphones,sennheiser,sennheiser,,,88.0,0
"Skullcandy Wireless In-Ear Headphones with Spatial Audio & Low-Latency (2023), 24h Battery",electronics > headphones,Skullcandy,Skullcandy,,,skullcandy wireless in ear headphones with spatial audio   low latency  2023  24h battery,electronics   headphones,skullcandy,skullcandy,,,88.0,0
"Skullcandy Wireless On-Ear Headphones with Low-Latency & LDAC (2025), 30h Battery",electronics > headphones,Skullcandy,Skullcandy,,,skullcandy wireless on ear headphones with low latency   ldac  2025  30h battery,electronics   headphones,skullcandy,skullcandy,,,88.0,0
"Apple Wireless In-Ear Headphones with LDAC & Multipoint (2024), 30h Battery",electronics > headphones,Apple,Apple,,,apple wireless in ear headphones with ldac   multipoint  2024  30h battery,electronics   headphones,apple,apple,,,88.0,0
"Sony Wireless On-Ear Headphones with LDAC & Spatial Audio (2024), 30h Battery",electronics > headphones,Sony,Sony,,,sony wireless on ear headphones with ldac   spatial audio  2024  30h battery,electronics   headphones,sony,sony,,,88.0,0
"Sennheiser Wireless Over-Ear Headphones with LDAC & Low-Latency (2023), 40h Battery",electronics > headphones,Sennheiser,Sennheiser,,,sennheiser wireless over ear headphones with ldac   low latency  2023  40h battery,electronics   headphones,sennheiser,sennheiser,,,88.0,0
"SteelSeries Wireless Over-Ear Headphones with Spatial Audio & ANC (2024), 24h Battery",electronics > headphones,SteelSeries,SteelSeries,,,steelseries wireless over ear headphones with spatial audio   anc  2024  24h battery,electronics   headphones,steelseries,steelseries,,,88.0,0
"Sennheiser Wireless In-Ear Headphones with Hi-Res & Spatial Audio (2023), 60h Battery",electronics > headphones,Sennheiser,Sennheiser,,,sennheiser wireless in ear headphones with hi res   spatial audio  2023  60h battery,electronics   headphones,sennheiser,sennheiser,,,88.0,0
"Beats Wireless On-Ear Headphones with LDAC & Hi-Res (2024), 40h Battery",electronics > headphones,Beats,Beats,,,beats wireless on ear headphones with ldac   hi res  2024  40h battery,electronics   headphones,beats,beats,,,88.0,0
"Apple Wireless In-Ear Headphones with Spatial Audio & LDAC (2023), 24h Battery",electronics > headphones,Apple,Apple,,,apple wireless in ear headphones with spatial audio   ldac  2023  24h battery,electronics   headphones,apple,apple,,,88.0,0
"HyperX Wireless In-Ear Headphones with Hi-Res & LDAC (2025), 60h Battery",electronics > headphones,HyperX,HyperX,,,hyperx wireless in ear headphones with hi res   ldac  2025  60h battery,electronics   headphones,hyperx,hyperx,,,88.0,0
"Skullcandy Wireless Over-Ear Headphones with Spatial Audio & LDAC (2023), 60h Battery",electronics > headphones,Skullcandy,Skullcandy,,,skullcandy wireless over ear headphones with spatial audio   ldac  2023  60h battery,electronics   headphones,skullcandy,skullcandy,,,88.0,0
"Skullcandy Wireless Over-Ear Headphones with Spatial Audio & Multipoint (2024), 50h Battery",electronics > headphones,Skullcandy,Skullcandy,,,skullcandy wireless over ear headphones with spatial audio   multipoint  2024  50h battery,electronics   headphones,skullcandy,skullcandy,,,88.0,0
"SteelSeries Wireless Over-Ear Headphones with ANC & Multipoint (2023), 30h Battery",electronics > headphones,SteelSeries,SteelSeries,,,steelseries wireless over ear headphones with anc   multipoint  2023  30h battery,electronics   headphones,steelseries,steelseries,,,88.0,0
"Beats Wireless In-Ear Headphones with Hi-Res & ANC (2023), 60h Battery",electronics > headphones,Beats,Beats,,,beats wireless in ear headphones with hi res   anc  2023  60h battery,electronics   headphones,beats,beats,,,88.0,0
"Sennheiser Wireless On-Ear Headphones with Multipoint & LDAC (2023), 24h Battery",electronics > headphones,Sennheiser,Sennheiser,,,sennheiser wireless on ear headphones with multipoint   ldac  2023  24h battery,electronics   headphones,sennheiser,sennheiser,,,88.0,0
"Sony Wireless In-Ear Headphones with ANC & Spatial Audio (2023), 60h Battery",electronics > headphones,Sony,Sony,,,sony wireless in ear headphones with anc   spatial audio  2023  60h battery,electronics   headphones,sony,sony,,,88.0,0
"SteelSeries Wireless Over-Ear Headphones with Spatial Audio & Low-Latency (2025), 30h Battery",electronics > headphones,SteelSeries,SteelSeries,,,steelseries wireless over ear headphones with spatial audio   low latency  2025  30h battery,electronics   headphones,steelseries,steelseries,,,88.0,0
"Audio-Technica Wireless On-Ear Headphones with Hi-Res & ANC (2024), 50h Battery",electronics > headphones,Audio-Technica,Audio-Technica,,,audio technica wireless on ear headphones with hi res   anc  2024  50h battery,electronics   headphones,audio technica,audio technica,,,88.0,0
"SteelSeries Wireless Over-Ear Headphones with Multipoint & LDAC (2024), 30h Battery",electronics > headphones,SteelSeries,SteelSeries,,,steelseries wireless over ear headphones with multipoint   ldac  2024  30h battery,electronics   headphones,steelseries,steelseries,,,88.0,0
"Anker Wireless In-Ear Headphones with LDAC & ANC (2024), 30h Battery",electronics > headphones,Anker,Anker,,,anker wireless in ear headphones with ldac   anc  2024  30h battery,electronics   headphones,anker,anker,,,88.0,0
"Audio-Technica Wireless In-Ear Headphones with Multipoint & Low-Latency (2024), 60h Battery",electronics > headphones,Audio-Technica,Audio-Technica,,,audio technica wireless in ear headphones with multipoint   low latency  2024  60h battery,electronics   headphones,audio technica,audio technica,,,88.0,0
"SteelSeries Wireless In-Ear Headphones with Spatial Audio & Low-Latency (2025), 60h Battery",electronics > headphones,SteelSeries,SteelSeries,,,steelseries wireless in ear headphones with spatial audio   low latency  2025  60h battery,electronics   headphones,steelseries,steelseries,,,88.0,0
"Sony Wireless Over-Ear Headphones with Spatial Audio & Hi-Res (2024), 50h Battery",electronics > headphones,Sony,Sony,,,sony wireless over ear headphones with spatial audio   hi res  2024  50h battery,electronics   headphones,sony,sony,,,88.0,0
"Bowers & Wilkins Wireless On-Ear Headphones with ANC & Multipoint (2024), 40h Battery",electronics > headphones,Bowers & Wilkins,Bowers & Wilkins,,,bowers   wilkins wireless on ear headphones with anc   multipoint  2024  40h battery,electronics   headphones,bowers   wilkins,bowers   wilkins,,,88.0,0
"Beats Wireless Over-Ear Headphones with Hi-Res & Multipoint (2025), 30h Battery",electronics > headphones,Beats,Beats,,,beats wireless over ear headphones with hi res   multipoint  2025  30h battery,electronics   headphones,beats,beats,,,88.0,0
"Sennheiser Wireless On-Ear Headphones with Hi-Res & Multipoint (2024), 20h Battery",electronics > headphones,Sennheiser,Sennheiser,,,sennheiser wireless on ear headphones with hi res   multipoint  2024  20h battery,electronics   headphones,sennheiser,sennheiser,,,88.0,0
"Bowers & Wilkins Wireless In-Ear Headphones with Hi-Res & Multipoint (2025), 20h Battery",electronics > headphones,Bowers & Wilkins,Bowers & Wilkins,,,bowers   wilkins wireless in ear headphones with hi res   multipoint  2025  20h battery,electronics   headphones,bowers   wilkins,bowers   wilkins,,,88.0,0
"HyperX Wireless Over-Ear Headphones with LDAC & Multipoint (2024), 30h Battery",electronics > headphones,HyperX,HyperX,,,hyperx wireless over ear headphones with ldac   multipoint  2024  30h battery,electronics   headphones,hyperx,hyperx,,,88.0,0
"SteelSeries Wireless Over-Ear Headphones with Low-Latency & Spatial Audio (2025), 60h Battery",electronics > headphones,SteelSeries,SteelSeries,,,steelseries wireless over ear headphones with low latency   spatial audio  2025  60h battery,electronics   headphones,steelseries,steelseries,,,88.0,0
"Sony Wireless Over-Ear Headphones with LDAC & Hi-Res (2025), 30h Battery",electronics > headphones,Sony,Sony,,,sony wireless over ear headphones with ldac   hi res  2025  30h battery,electronics   headphones,sony,sony,,,88.0,0
"JBL Wireless In-Ear Headphones with Spatial Audio & LDAC (2025), 60h Battery",electronics > headphones,JBL,JBL,,,jbl wireless in ear headphones with spatial audio   ldac  2025  60h battery,electronics   headphones,jbl,jbl,,,88.0,0
"HyperX Wireless In-Ear Headphones with Hi-Res & Spatial Audio (2024), 30h Battery",electronics > headphones,HyperX,HyperX,,,hyperx wireless in ear headphones with hi res   spatial audio  2024  30h battery,electronics   headphones,hyperx,hyperx,,,88.0,0
"Anker Wireless In-Ear Headphones with Hi-Res & ANC (2024), 24h Battery",electronics > headphones,Anker,Anker,,,anker wireless in ear headphones with hi res   anc  2024  24h battery,electronics   headphones,anker,anker,,,88.0,0
"Audio-Technica Wireless In-Ear Headphones with Low-Latency & Multipoint (2024), 20h Battery",electronics > headphones,Audio-Technica,Audio-Technica,,,audio technica wireless in ear headphones with low latency   multipoint  2024  20h battery,electronics   headphones,audio technica,audio technica,,,88.0,0
"Beats Wireless On-Ear Headphones with ANC & Multipoint (2025), 30h Battery",electronics > headphones,Beats,Beats,,,beats wireless on ear headphones with anc   multipoint  2025  30h battery,electronics   headphones,beats,beats,,,88.0,0
"Sony Wireless In-Ear Headphones with ANC & Hi-Res (2025), 60h Battery",electronics > headphones,Sony,Sony,,,sony wireless in ear headphones with anc   hi res  2025  60h battery,electronics   headphones,sony,sony,,,88.0,0
OnePlus 12 Lite 64GB/4GB 5G Smartphone (2023),electronics > mobile phones,OnePlus,OnePlus,,,oneplus 12 lite 64gb 4gb 5g smartphone  2023,electronics   mobile phones,oneplus,oneplus,,,72.72727272727273,1
"Apple Wireless In-Ear Headphones with ANC & Low-Latency (2024), 24h Battery",electronics > headphones,Apple,Apple,,,apple wireless in ear headphones with anc   low latency  2024  24h battery,electronics   headphones,apple,apple,,,88.0,0
"Skullcandy Wireless Over-Ear Headphones with LDAC & Spatial Audio (2023), 50h Battery",electronics > headphones,Skullcandy,Skullcandy,,,skullcandy wireless over ear headphones with ldac   spatial audio  2023  50h battery,electronics   headphones,skullcandy,skullcandy,,,88.0,0
"SteelSeries Wireless In-Ear Headphones with Spatial Audio & LDAC (2025), 20h Battery",electronics > headphones,SteelSeries,SteelSeries,,,steelseries wireless in ear headphones with spatial audio   ldac  2025  20h battery,electronics   headphones,steelseries,steelseries,,,88.0,0
"Sennheiser Wireless Over-Ear Headphones with Hi-Res & Low-Latency (2023), 30h Battery",electronics > headphones,Sennheiser,Sennheiser,,,sennheiser wireless over ear headphones with hi res   low latency  2023  30h battery,electronics   headphones,sennheiser,sennheiser,,,88.0,0
"Sennheiser Wireless In-Ear Headphones with Spatial Audio & Hi-Res (2024), 20h Battery",electronics > headphones,Sennheiser,Sennheiser,,,sennheiser wireless in ear headphones with spatial audio   hi res  2024  20h battery,electronics   headphones,sennheiser,sennheiser,,,88.0,0
"JBL Wireless Over-Ear Headphones with Spatial Audio & Multipoint (2024), 30h Battery",electronics > headphones,JBL,JBL,,,jbl wireless over ear headphones with spatial audio   multipoint  2024  30h battery,electronics   headphones,jbl,jbl,,,88.0,0
"JBL Wireless On-Ear Headphones with Spatial Audio & ANC (2023), 60h Battery",electronics > headphones,JBL,JBL,,,jbl wireless on ear headphones with spatial audio   anc  2023  60h battery,electronics   headphones,jbl,jbl,,,88.0,0
"JBL Wireless In-Ear Headphones with Spatial Audio & LDAC (2024), 24h Battery",electronics > headphones,JBL,JBL,,,jbl wireless in ear headphones with spatial audio   ldac  2024  24h battery,electronics   headphones,jbl,jbl,,,88.0,0
